formula
B0.815 Si0.06 Fe0.125 
Mn0.2 Ni0.264 Zr0.536 
Cu0.56 Zr0.44 
Al0.15 Fe0.15 Zr0.7 
Al0.05 Ni0.4 Zr0.55 
B0.05 Cu0.4 Zr0.55 
Cu0.73 Ag0.27 
Al0.07 Cu0.43 Zr0.43 Ag0.07 
Cu0.57 Zr0.28 Nb0.15 
C0.12 Co0.68 W0.2 
Co0.73 Mo0.141 Gd0.129 
Al0.05 Cu0.38 Y0.57 
Al0.10699999999999997 Ni0.1415 Cu0.13649999999999998 Zr0.6149999999999999 
Al0.12778020061055384 Ni0.12778020061055384 Cu0.12778020061055384 Zr0.3083296990841692 Nb0.3083296990841692 
P0.14 Ni0.43 Pd0.43 
Cu0.57 Zr0.23 Nb0.2 
Ti0.15 Ni0.2805 Zr0.5695 
Al0.22 Ni0.02 Zr0.76 
Al0.114 Ni0.163 Cu0.093 Zr0.63 
Cu0.57 Zr0.21 Nb0.22 
Fe0.57 Cu0.06 Ag0.37 
Al0.1 Ni0.10125 Cu0.1935 Zr0.60525 
V0.2 Ni0.22 Zr0.58 
Ti0.1 Cu0.43 Zr0.4 Ag0.07 
Al0.06 Cu0.44 Zr0.44 Ag0.06 
Fe0.2 Cu0.49 Ag0.31 
Mg0.154 Ca0.231 Cu0.077 Ag0.5379999999999999 
Mg0.2 Ca0.2 Zn0.2 Sr0.2 Yb0.2 
Al0.3 Cu0.35 La0.35 
Mg0.2 Cu0.5 La0.3 
P0.02 Ni0.49 Zr0.49 
Ni0.5 Zr0.5 
Al0.08 Cu0.4 Zr0.44 Ag0.08 
Al0.1 Ni0.13 Cu0.14 Zr0.6 Nb0.03 
Fe0.2 Ni0.264 Zr0.536 
P0.2 Ni0.32 Pd0.48 
Cu0.75 Ag0.2 Ce0.05 
Al0.05 Cu0.45 Zr0.45 Ag0.05 
Al0.07 Cu0.4 Zr0.48 Ag0.05 
B0.16 Fe0.504 Nd0.336 
Al0.1 Fe0.05 Cu0.23 Zr0.62 
B0.075 Cu0.3 Zr0.625 
V0.15 Ni0.2805 Zr0.5695 
Co0.795 Zr0.075 W0.13 
Al0.1 Ni0.125 Cu0.155 Zr0.62 
Cu0.541 Zr0.409 Nb0.05 
Mg0.3 Y0.3 Ag0.4 
Si0.15 Ti0.15 Nb0.7 
Ni0.4 Cu0.1 Zr0.5 
B0.1 Si0.15 Mo0.75 
Al0.1 Ni0.1012 Cu0.18 Zr0.6188 
Al0.1 Ni0.154 Cu0.126 Zr0.57 Nb0.05 
B0.08 Fe0.22 Zr0.7 
Al0.107 Ni0.151 Cu0.107 Zr0.635 
Al0.1 Ni0.126 Cu0.154 Zr0.57 Nb0.05 
Al0.15 Ni0.15 Zr0.7 
Al0.1 Ni0.10125 Cu0.17550000000000002 Zr0.6232500000000001 
Fe0.14 Cu0.55 Ag0.31 
Al0.11 Ni0.62 La0.27 
Al0.2 Cu0.5 La0.3 
Ni0.3 Cu0.2 Zr0.5 
Al0.08 Cu0.36 Zr0.44 Ag0.08 Hf0.04 
Al0.08 Cu0.38 Zr0.46 Ag0.08 
Cu0.57 Zr0.36 Ag0.07 
Co0.2 Ni0.264 Zr0.536 
Cr0.15 Ni0.2805 Zr0.5695 
Mg0.35 Cu0.25 La0.4 
Ni0.25 Cu0.25 Zr0.5 
Al0.101 Ni0.142 Cu0.117 Zr0.64 
Al0.08 Cu0.3764 Zr0.46 Ag0.0836 
Si0.15 Ti0.1 Zr0.75 
Al0.1 Ni0.25 Zr0.65 
Ni0.2 Cu0.3 Zr0.5 
Ti0.1 Cu0.45 Zr0.3 Ag0.15 
C0.1 Co0.7 W0.2 
P0.18 Ni0.34 Pd0.48 
Al0.45 Ni0.1 La0.45 
Al0.33399999999999996 Fe0.33299999999999996 Gd0.33299999999999996 
Al0.079 Ni0.128 Cu0.183 Zr0.61 
Si0.1 Fe0.22 Zr0.68 
Al0.08 Cu0.36 Zr0.46 Ag0.08 Hf0.02 
Al0.1 Ni0.1237 Cu0.135 Zr0.6413 
Si0.18 Ni0.328 Pd0.4920000000000001 
Cu0.74 Ag0.2 Ce0.06 
Al0.079 Ni0.128 Cu0.17800000000000002 Zr0.61 Sn0.005 
Ni0.15 Cu0.35 Zr0.5 
Al0.35 Ni0.25 La0.4 
Al0.1 Ni0.1012 Cu0.1575 Zr0.6413 
B0.025 Cu0.5 Zr0.475 
Al0.079 Ni0.128 Cu0.173 Zr0.61 Sn0.01 
Al0.08 Ni0.06 Cu0.3 Zr0.48 Ag0.08 
Mn0.15 Ni0.2805 Zr0.5695 
P0.11 Co0.22 Zr0.67 
Al0.079 Ni0.128 Cu0.168 Zr0.61 Sn0.015 
Si0.15 V0.1 Zr0.75 
Mg0.2 Ni0.5 Nd0.3 
B0.05 Cu0.35 Zr0.6 
Al0.2 Ti0.2 Cr0.2 Zr0.2 Ta0.2 
Ni0.1 Cu0.4 Zr0.5 
Ti0.05 Cu0.49 Zr0.36 Ag0.1 
B0.2 Si0.025 Mo0.775 
Al0.1 Ni0.11 Cu0.15 Zr0.55 Nb0.09 
B0.000100999899000101 Al0.09998990001009997 Ni0.10998889001111001 Cu0.14998485001515 Zr0.5499444500555499 Nb0.08999091000908999 
Si0.165 Ni0.35 Pd0.485 
Al0.079 Ni0.128 Cu0.163 Zr0.61 Sn0.02 
Al0.08 Cu0.36 Zr0.48 Ag0.08 
B0.01 Cu0.5 Zr0.49 
Ti0.07 Cu0.464 Zr0.35 Ag0.116 
Al0.15 Ni0.55 La0.3 
Al0.05 Ni0.35 Zr0.6 
Al0.1 Ni0.1 Cu0.15 Zr0.65 
Al0.1 Ni0.10125 Cu0.1485 Zr0.6502500000000001 
Al0.079 Ni0.128 Cu0.158 Zr0.61 Sn0.025 
Al0.11738746690203003 Ni0.11738746690203003 Cu0.11738746690203003 Zr0.323918799646955 Nb0.323918799646955 
Cu0.513 Zr0.387 Nb0.1 
Fe0.34 Cu0.3 Ag0.36 
Co0.74 Zr0.14 W0.12 
Si0.15 Ti0.09 Zr0.76 
Al0.09 Ni0.64 La0.27 
Al0.2 Ni0.02 Zr0.78 
Co0.706 Mo0.154 Gd0.14 
Al0.099 Fe0.0495 Cu0.2277 Zr0.6138 Ag0.01 
Al0.09700000000000003 Fe0.048500000000000015 Cu0.2231 Zr0.6014 Ag0.03 
Fe0.75 Nd0.25 
Si0.15 Cr0.1 Zr0.75 
Ni0.5 Nb0.5 
Al0.04 Cu0.48 Zr0.48 
Cu0.49 Zr0.49 Ag0.02 
Al0.0008126306013466451 Cu0.4991873693986534 Zr0.4991873693986534 Ag0.0008126306013466451 
Al0.0007769145394006659 Cu0.4994450610432852 Zr0.4994450610432852 Gd0.00033296337402885685 
Al0.0007602085143353606 Cu0.4995655951346655 Zr0.4995655951346655 Gd0.00010860121633362293 
Al0.0006378907080586858 Cu0.4996810546459707 Zr0.4996810546459707 
Al0.0005816720427264555 Cu0.4997091639786368 Zr0.4997091639786368 
Al0.0004164931278633903 Cu0.4997917534360683 Zr0.4997917534360683 
Cu0.5 Zr0.5 
Ti0.07 Cu0.43 Zr0.43 Ag0.07 
C0.18 Co0.58 W0.24 
Al0.04 Ni0.61 Zr0.22 Nb0.07 Ta0.06 
Fe0.15 Ni0.2805 Zr0.5695 
Al0.05 Ni0.342 Zr0.608 
Al0.1 Cu0.25 Zr0.65 
B0.05 Si0.2 Mo0.75 
Al0.08 Cu0.34 Zr0.48 Ag0.08 Au0.02 
Si0.05 Ti0.23 Zr0.72 
Cu0.67 Ag0.3 Ce0.03 
Mg0.4 Cu0.2 Nd0.4 
Cr0.15 Ni0.25 Zr0.6 
Al0.2 Zr0.8 
B0.2 Mo0.8 
Al0.07 Cu0.37 Zr0.48 Ag0.08 
Cu0.48 Zr0.5 Ag0.02 
B0.075 Cu0.25 Zr0.675 
Ni0.264 Cu0.2 Zr0.536 
Ti0.1 Ni0.297 Zr0.603 
Al0.08699999999999998 Ni0.11899999999999998 Cu0.14400000000000002 Zr0.6499999999999999 
Fe0.4 Cu0.22 Ag0.38 
Mg0.07723169508525576 Ca0.3059177532597793 Cu0.07723169508525576 Ag0.5396188565697091 
P0.18 Ni0.62 Ta0.2 
Al0.08 Cu0.34 Zr0.5 Ag0.08 
Al0.08 Cu0.32 Zr0.48 Ag0.08 Au0.04 
Co0.15 Ni0.2805 Zr0.5695 
Si0.1 Ti0.15 Zr0.75 
V0.1 Ni0.3 Zr0.6 
Si0.15 Fe0.1 Zr0.75 
Si0.2 V0.05 Nb0.75 
Cr0.33 Ni0.002 Zr0.6679999999999999 
Cr0.33 Ni0.0015 Zr0.6685 
Cr0.33 Ni0.001 Zr0.669 
Cr0.33 Ni0.0005 Zr0.6695 
Al0.08 Ni0.26 Zr0.66 
Al0.09 Ni0.09 Cu0.16 Zr0.66 
V0.1 Ni0.297 Zr0.603 
B0.06 Fe0.226 Zr0.7140000000000001 
Mg0.3 Cu0.35 Nd0.35 
Al0.15 Ni0.1 Zr0.75 
Ni0.3 Cu0.15 Zr0.55 
Co0.77 Zr0.09 W0.14 
Mg0.231 Ca0.154 Ag0.615 
B0.12 Si0.1 Mo0.78 
Cu0.54 Zr0.36 Ag0.1 
Fe0.48 Cu0.12 Ag0.4 
Si0.23 Nb0.77 
Al0.08 Ni0.19 Cu0.07 Zr0.66 
Co0.74 Zr0.13 W0.13 
Ni0.6 Nb0.35 Ta0.05 
P0.1 Ni0.45 Pd0.45 
Ti0.1 Cu0.6 Zr0.2 Hf0.1 
Fe0.58 Ag0.42 
Cu0.484 Zr0.366 Nb0.15 
Cr0.1 Ni0.297 Zr0.603 
Al0.08 Ni0.14 Cu0.12 Zr0.66 
Al0.075 Ni0.1 Cu0.175 Zr0.65 
Ni0.2 Cu0.25 Zr0.55 
Fe0.02 Cu0.66 Ag0.32 
P0.1111111111111111 Ni0.1111111111111111 Cu0.3333333333333333 Pd0.4444444444444444 
Al0.1 Ni0.2 Zr0.7 
Mg0.2 Cu0.5 Nd0.3 
Ni0.15 Cu0.3 Zr0.55 
Mg0.3 Y0.2 Ag0.5 
B0.025 Cu0.45 Zr0.525 
Mn0.1 Ni0.297 Zr0.603 
Al0.0016658318092331347 Ti0.059900050091446014 Ni0.1297834418647997 Cu0.2196335170019687 Zr0.5890171592325524 
Ti0.06000000000000001 Ni0.13 Cu0.22 Zr0.59 
Cu0.46 Zr0.54 
Ti0.225 Cu0.6 Hf0.175 
B0.05 Cu0.3 Zr0.65 
Al0.075 Cu0.275 Zr0.65 
Al0.0013617793917385386 Ti0.05592374035406264 Ni0.13281888334089878 Cu0.22169768497503406 Zr0.588197911938266 
Al0.0019011406844106464 Ti0.055893536121673 Ni0.13274714828897338 Cu0.22157794676806086 Zr0.5878802281368821 
C0.08 Si0.12 Nb0.8 
Ni0.2805 Cu0.15 Zr0.5695 
Cu0.4 Y0.6 
Al0.5 La0.5 
P0.2 Fe0.24 Pd0.56 
Fe0.1 Ni0.297 Zr0.603 
Si0.08 Ni0.24 Zr0.68 
Mn0.33 Ni0.002 Zr0.6679999999999999 
Al0.18 Ni0.02 Zr0.8 
Mn0.33 Ni0.0015 Zr0.6685 
Mn0.33 Ni0.001 Zr0.669 
Mn0.33 Ni0.0005 Zr0.6695 
Al0.05 Ni0.3 Zr0.65 
Si0.15 Ti0.1 Nb0.75 
Al0.4 Ni0.15 La0.45 
B0.15 Si0.05 Mo0.8 
Co0.745 Zr0.115 W0.14 
Al0.15 Fe0.5670000000000001 Tb0.28300000000000003 
Mg0.3 Cu0.3 La0.4 
Al0.3 Ni0.3 La0.4 
Si0.05 Ti0.2 Zr0.75 
P0.05 Co0.28 Zr0.67 
P0.08 Ni0.24 Zr0.68 
C0.06 Si0.14 Nb0.8 
Co0.1 Ni0.297 Zr0.603 
Cu0.8571428571428571 Hf0.14285714285714285 
Al0.2 Ni0.45 La0.35 
Al0.095 Fe0.0475 Cu0.21850000000000006 Zr0.589 Ag0.05 
Cu0.456 Zr0.344 Nb0.2 
Mg0.2 Y0.6 Ag0.2 
Al0.1 Ni0.6 La0.3 
Ti0.2 Ge0.15 Zr0.65 
Si0.15 Ti0.05 Zr0.8 
Ni0.4 Zr0.6 
Cu0.8 Nd0.2 
Ti0.1 Cu0.4 Zr0.3 Ag0.2 
Si0.15 Fe0.5670000000000001 Tb0.28300000000000003 
Cu0.69 Ag0.25 Ce0.06 
Al0.056 Ni0.065 Cu0.224 Zr0.655 
Cu0.47 Zr0.47 Ag0.06 
Al0.08 Ni0.16 Cu0.06 Zr0.7 
V0.1 Ni0.25 Zr0.65 
Ni0.3 Cu0.1 Zr0.6 
Si0.2 Zr0.3 Nb0.5 
Fe0.36 Cu0.23 Ag0.41 
Al0.08 Ni0.11 Cu0.11 Zr0.7 
P0.19 Ti0.2 Pd0.61 
Si0.26 Ti0.19 Zr0.17 Nb0.22 Ta0.16 
Al0.08 Ni0.085 Cu0.135 Zr0.7 
Ni0.297 Cu0.1 Zr0.603 
Ti0.05 Ni0.3135 Zr0.6365 
B0.02 Ni0.38 Zr0.6 
Co0.7280000000000001 Mo0.07800000000000001 Gd0.19399999999999998 
Al0.15 Ni0.05 Zr0.8 
Ni0.25 Cu0.15 Zr0.6 
Al0.05 Cu0.3 Zr0.65 
Si0.2 Zr0.25 Nb0.55 
Al0.08 Ni0.06 Cu0.16 Zr0.7 
Fe0.33 Ni0.002 Zr0.6679999999999999 
Mg0.154 Ca0.231 Ag0.615 
Fe0.33 Ni0.0015 Zr0.6685 
Si0.2 Ge0.04 Nb0.76 
Fe0.33 Ni0.001 Zr0.669 
Fe0.33 Ni0.0005 Zr0.6695 
Fe0.33 Zr0.67 
V0.05 Ni0.3135 Zr0.6365 
V0.2 Ge0.15 Zr0.65 
Si0.2 Zr0.2 Nb0.6 
Cu0.45 Zr0.5 Ag0.05 
Ni0.2 Cu0.2 Zr0.6 
Al0.03 Cu0.45 Zr0.45 Ag0.07 
Al0.093 Fe0.046500000000000014 Cu0.2139 Zr0.5766 Ag0.07 
Al0.08 Ni0.19 Cu0.03 Zr0.7 
V0.05 Ni0.31 Zr0.64 
Cr0.05 Ni0.3135 Zr0.6365 
Ni0.15 Cu0.25 Zr0.6 
Si0.2 Zr0.15 Nb0.65 
Al0.08 Cu0.3 Zr0.48 Pd0.06 Ag0.08 
Si0.165 Ni0.292 Pd0.5429999999999999 
P0.2 Ni0.24 Pd0.56 
B0.025 Cu0.4 Zr0.575 
Mn0.05 Ni0.3135 Zr0.6365 
Cu0.62 Ag0.35 Ce0.03 
Al0.16666666666666666 Zr0.8333333333333334 
Al0.1 Ni0.15 Zr0.75 
B0.04 Ni0.36 Zr0.6 
B0.05 Cu0.25 Zr0.7 
Ni0.1 Cu0.3 Zr0.6 
Si0.2 Zr0.1 Nb0.7 
Cu0.46 Zr0.46 Ag0.08 
B0.1 Si0.1 Mo0.8 
Cu0.7 Ag0.2 Ce0.1 
Co0.34 Zr0.65 Pd0.01 
Fe0.05 Ni0.3135 Zr0.6365 
Si0.2 Zr0.01 Nb0.79 
Si0.2 Zr0.05 Nb0.75 
P0.25 Ni0.15 Pd0.6 
Cu0.4270000000000001 Zr0.32299999999999995 Nb0.25 
B0.01 Cu0.4 Zr0.59 
Si0.06 Ni0.24 Zr0.7 
Cu0.61 Ag0.35 Ce0.04 
Fe0.231 Ni0.099 Zr0.67 
Si0.17 Zr0.83 
Co0.05 Ni0.3135 Zr0.6365 
Si0.1 Ti0.1 Zr0.8 
Cu0.4 Zr0.6 
Si0.2 Nb0.8 
B0.1 P0.1 Mo0.8 
Fe0.2 Cu0.4 Ag0.4 
Al0.08 Ni0.03 Cu0.19 Zr0.7 
P0.06 Ni0.24 Zr0.7 
Fe0.202 Ni0.128 Zr0.67 
Al0.05 Ni0.25 Zr0.7 
Si0.2 Nb0.75 Mo0.05 
Al0.16666666666666666 Ti0.16666666666666666 Cr0.16666666666666666 Zr0.16666666666666666 Mo0.16666666666666666 Ta0.16666666666666666 
Al0.16 Zr0.84 
Ni0.36 Zr0.64 
Ni0.3135 Cu0.05 Zr0.6365 
Si0.2 Nb0.7 Mo0.1 
Fe0.297 Ni0.033 Zr0.67 
Co0.33 Ni0.002 Zr0.6679999999999999 
Co0.33 Ni0.0015 Zr0.6685 
Co0.33 Ni0.001 Zr0.669 
Co0.33 Ni0.0005 Zr0.6695 
Fe0.165 Ni0.165 Zr0.67 
Co0.33 Zr0.67 
B0.075 Cu0.15 Zr0.775 
Al0.095 Ni0.0475 Cu0.285 Zr0.5225 Ta0.05 
Si0.2 Nb0.65 Mo0.15 
Cu0.45 Zr0.45 Ag0.1 
Cu0.43 Zr0.5 Ag0.07 
Fe0.132 Ni0.198 Zr0.67 
Cr0.15 Ni0.15 Zr0.7 
Fe0.3 Zr0.7 
Al0.06 Ni0.64 La0.3 
Al0.1 Cu0.6 La0.3 
Ni0.4 Nb0.6 
Si0.2 Nb0.6 Mo0.2 
Al0.35 Ni0.2 La0.45 
Fe0.13 Cu0.47 Ag0.4 
C0.01 Si0.19 Nb0.8 
Fe0.099 Ni0.231 Zr0.67 
Al0.15384615384615385 Zr0.8461538461538461 
Al0.25 Ni0.35 La0.4 
Si0.2 Nb0.55 Mo0.25 
Cu0.65 Ag0.3 Ce0.05 
Si0.17 Zr0.53 Nb0.3 
Si0.2 Nb0.5 Mo0.3 
Fe0.066 Ni0.264 Zr0.67 
Cu0.399 Zr0.301 Nb0.3 
Si0.165 Ni0.267 Pd0.568 
Ni0.6 Nb0.272 Sn0.06 Ta0.068 
Al0.55 Gd0.45 
Si0.2 Nb0.45 Mo0.35 
B0.05 Si0.15 Mo0.8 
Si0.16 Ge0.08 Nb0.76 
Si0.17 Zr0.43 Nb0.4 
Mg0.2 Y0.5 Ag0.3 
Si0.05 Ti0.15 Zr0.8 
Mg0.3 Ni0.3 Nd0.4 
Fe0.28 Zr0.7 Ir0.02 
Mg0.1 Ni0.6 Nd0.3 
Cu0.44 Zr0.44 Ag0.12 
Si0.2 Ni0.2 Pd0.6 
P0.25 Ni0.525 Pt0.225 
Si0.15 Ti0.05 Nb0.8 
Al0.08 Si0.07 Zr0.85 
Fe0.42 Cu0.12 Ag0.46 
Ti0.002 Ni0.33 Zr0.6679999999999999 
Ti0.0015 Ni0.33 Zr0.6685 
Ti0.001 Ni0.33 Zr0.669 
Ti0.0005 Ni0.33 Zr0.6695 
Ni0.33 Zr0.67 
Ti0.22 Zr0.78 
C0.02 Si0.18 Nb0.8 
B0.05 Cu0.2 Zr0.75 
B0.025 Cu0.35 Zr0.625 
Al0.14 Ni0.04 Zr0.82 
Fe0.52 Ag0.48 
Ti0.1 Cu0.35 Zr0.3 Ag0.25 
Co0.3 Zr0.7 
Al0.1 Ni0.1 Zr0.8 
Si0.15 Zr0.85 
Si0.15 Ti0.55 Ta0.3 
Cu0.382 Zr0.28800000000000003 Nb0.33 
Cu0.64 Ag0.3 Ce0.06 
Al0.14285714285714285 Zr0.8571428571428571 
Si0.165 Cu0.267 Pd0.568 
Ti0.2 Cu0.6 Hf0.2 
Al0.25 Cu0.35 La0.4 
Si0.15 Zr0.75 Nb0.1 
Si0.15 Zr0.8 Mo0.05 
Al0.1388888888888889 Zr0.8611111111111112 
Al0.05 Ni0.2 Zr0.75 
Si0.17 Ge0.03 Nb0.8 
P0.19 Ti0.16 Pd0.65 
Cu0.59 Ag0.4 Ce0.01 
B0.2 Mo0.24 Rh0.56 
Si0.15 Zr0.65 Nb0.2 
Si0.15 Zr0.75 Mo0.1 
Cu0.4 Zr0.5 Ag0.1 
Al0.11 Ni0.06 Zr0.83 
Fe0.033 Ni0.297 Zr0.67 
Cu0.58 Ag0.4 Ce0.02 
P0.05 Ni0.75 Ta0.2 
Al0.08 Cu0.36 Zr0.42 Ag0.08 Hf0.06 
Ni0.002 Cu0.33 Zr0.6679999999999999 
Ni0.0015 Cu0.33 Zr0.6685 
Ni0.001 Cu0.33 Zr0.669 
Ni0.0005 Cu0.33 Zr0.6695 
Cu0.33 Zr0.67 
Al0.06 Ni0.62 La0.32 
Cu0.43 Zr0.43 Ag0.07 In0.07 
Ti0.2 Zr0.8 
Be0.1 Zr0.9 
Ni0.3 Zr0.7 
Co0.3 Zr0.65 Pd0.05 
Si0.15 Zr0.7 Mo0.15 
Si0.15 Zr0.55 Nb0.3 
P0.2 Cu0.2 Pd0.6 
Al0.13333333333333333 Zr0.8666666666666667 
Ni0.6 Nb0.3 Ta0.1 
Cu0.57 Ag0.4 Ce0.03 
B0.15 Mo0.85 
Al0.4 Ni0.1 La0.5 
Ni0.2 Cu0.1 Zr0.7 
Si0.15 Zr0.45 Nb0.4 
Si0.15 Zr0.65 Mo0.2 
Si0.15 Zr0.75 Ru0.1 
C0.04 Si0.16 Nb0.8 
Si0.14 Ge0.08 Nb0.78 
Cu0.42 Zr0.42 Ag0.16 
Fe0.5 Ag0.5 
Cu0.56 Ag0.4 Ce0.04 
Cu0.375 Ge0.25 Ag0.375 
P0.19 Ni0.2 Pd0.61 
Si0.05 Ti0.12 Zr0.83 
Al0.3 Ni0.25 La0.45 
Mg0.1 Cu0.6 Nd0.3 
Al0.4 Cu0.1 La0.5 
Al0.2 Ni0.4 La0.4 
B0.05 Cu0.15 Zr0.8 
Ni0.1 Cu0.2 Zr0.7 
Si0.15 Zr0.35 Nb0.5 
P0.2 Fe0.16 Pd0.64 
B0.025 Cu0.3 Zr0.675 
Si0.13 Zr0.87 
Fe0.24 Zr0.76 
Ni0.28 Zr0.72 
B0.04 Fe0.23 Zr0.73 
Al0.1 Ni0.55 La0.35 
Cu0.3875 Ge0.225 Ag0.3875 
Cu0.38 Zr0.5 Ag0.12 
B0.01 Cu0.3 Zr0.69 
Ni0.7 La0.3 
Si0.15 Zr0.25 Nb0.6 
Al0.1 Ni0.05 Zr0.85 
Cu0.3 Zr0.7 
Si0.165 Co0.209 Pd0.626 
Cu0.6 Ag0.35 Ce0.05 
C0.03 Si0.12 Zr0.85 
Mg0.2 Y0.4 Ag0.4 
Si0.15 Zr0.15 Nb0.7 
Cu0.4 Ge0.2 Ag0.4 
Mg0.2 Cu0.4 La0.4 
Al0.05 Ni0.15 Zr0.8 
Al0.06818181818181818 Ni0.09090909090909093 Cu0.06818181818181818 Zr0.6818181818181818 Pd0.09090909090909093 
Al0.08 Ni0.08 Zr0.84 
B0.1 Si0.05 Mo0.85 
Ni0.7 Cu0.1 Hf0.2 
Si0.13 Zr0.57 Nb0.3 
B0.16 Fe0.42 Nd0.42 
Cu0.28 Zr0.72 
P0.2 Mo0.64 Ru0.16 
Fe0.48 Ag0.52 
Si0.22 Cu0.12 Pd0.66 
P0.2 Ni0.16 Pd0.64 
Si0.15 Nb0.85 
Si0.1 Ge0.15 Nb0.75 
Si0.165 Ni0.209 Pd0.626 
Al0.2 Cu0.4 La0.4 
P0.04 Ni0.24 Zr0.72 
Ni0.8 Ta0.2 
Ni0.6 Cu0.2 Hf0.2 
Ni0.5 Pd0.5 
Si0.2 Fe0.13 Pd0.67 
Si0.13 Zr0.47 Nb0.4 
Al0.075 Fe0.617 Tb0.308 
Cu0.59 Ag0.35 Ce0.06 
Ni0.2 Cu0.05 Zr0.75 
P0.02 Ni0.24 Zr0.74 
P0.01 Ni0.24 Zr0.75 
Fe0.36 Cu0.13 Ag0.51 
V0.1 Ge0.15 Zr0.75 
Ni0.5 Cu0.3 Hf0.2 
Si0.075 Fe0.617 Tb0.308 
Si0.1 Ge0.13 Nb0.77 
Fe0.22 Cu0.29 Ag0.49 
Si0.165 Cu0.209 Pd0.626 
B0.025 Cu0.25 Zr0.725 
Si0.2 Nb0.75 Ta0.05 
Ni0.05 Cu0.2 Zr0.75 
Ni0.4 Cu0.4 Hf0.2 
Fe0.67 Nd0.33 
P0.2 Mo0.48 Ru0.32 
Al0.35 Ni0.15 La0.5 
Si0.2 Nb0.75 W0.05 
Si0.165 Ni0.192 Pd0.643 
Cu0.53 Ag0.45 Ce0.02 
Si0.18 Ni0.16399999999999998 Pd0.6559999999999999 
Ti0.15 Zr0.85 
Be0.075 Zr0.925 
Ni0.3 Cu0.5 Hf0.2 
Al0.25 Ni0.3 La0.45 
Cu0.6 Ag0.3 Ce0.1 
B0.05 Si0.1 Mo0.85 
Al0.15 Ni0.45 La0.4 
Co0.25 Zr0.65 Pd0.1 
Cu0.52 Ag0.45 Ce0.03 
Si0.085 Ge0.15 Nb0.765 
Al0.35 Cu0.15 La0.5 
Ni0.2 Cu0.6 Hf0.2 
P0.2 Ni0.56 Pt0.24 
Cu0.51 Ag0.45 Ce0.04 
Si0.11 Zr0.59 Nb0.3 
Al0.08 Cu0.3 Zr0.48 Ag0.08 Au0.06 
Al0.05 Ni0.1 Zr0.85 
Si0.165 Cu0.19 Pd0.645 
Ni0.1 Cu0.7 Hf0.2 
Si0.11 Zr0.49 Nb0.4 
Mg0.2 Cu0.05 Zn0.15 Sr0.4 Yb0.2 
Fe0.45 Ag0.55 
P0.2 Mo0.32 Ru0.48 
P0.2 Mo0.48 Rh0.32 
Cu0.21971830985915491 Zr0.7802816901408451 
Ni0.7 Nd0.3 
Mg0.4 Ni0.1 Nd0.5 
Mg0.2 Ni0.4 Nd0.4 
Ni0.2 Zr0.8 
Mg0.2 Y0.3 Ag0.5 
Cu0.52 Ag0.48 
Cu0.55 Ag0.4 Ce0.05 
Si0.2 Co0.1 Pd0.7 
Ni0.1 Cu0.1 Zr0.8 
B0.09 Fe0.06 Mo0.85 
Si0.165 Fe0.15 Pd0.685 
B0.025 Cu0.2 Zr0.775 
B0.01 Cu0.2 Zr0.79 
Ti0.2 Fe0.2 Cu0.2 Zr0.2 Hf0.2 
Ni0.18 Zr0.82 
Si0.165 Co0.15 Pd0.685 
P0.2 Mo0.16 Ru0.64 
Si0.195 Cu0.11 Pd0.695 
Mg0.3 Cu0.2 La0.5 
Si0.2 Cu0.1 Pd0.7 
Si0.165 Cu0.165 Pd0.67 
Al0.4 Ni0.05 La0.55 
Si0.09 Zr0.61 Nb0.3 
Al0.3 Ni0.2 La0.5 
Mg0.1 Ni0.5 La0.4 
Mg0.2 Cu0.4 Nd0.4 
Ti0.2 Co0.2 Cu0.2 Zr0.2 Hf0.2 
Ni0.6 Nb0.25 Ta0.15 
Si0.165 Ni0.15 Pd0.685 
Al0.2 Ni0.35 La0.45 
Si0.09 Zr0.51 Nb0.4 
Si0.2 Cr0.07 Pd0.73 
Al0.01 Ni0.16 Zr0.83 
Ni0.6 Nb0.204 Sn0.06 Ta0.136 
Al0.1 Ni0.5 La0.4 
Si0.2 Mn0.07 Pd0.73 
Si0.165 Cu0.15 Pd0.685 
Cu0.48 Ag0.5 Ce0.02 
P0.19 Ti0.08 Pd0.73 
Al0.3 Cu0.2 La0.5 
Ti0.2 Ni0.2 Cu0.2 Zr0.2 Hf0.2 
Si0.2 Fe0.07 Pd0.73 
Si0.165 Fe0.125 Pd0.71 
Si0.165 Cu0.145 Pd0.69 
Cu0.47 Ag0.5 Ce0.03 
Si0.2 Cr0.06 Pd0.74 
Al0.02 Ni0.14 Zr0.84 
Cu0.7 Nd0.3 
B0.1 Mo0.9 
P0.19 Ni0.1 Pd0.71 
Si0.16 Cu0.15 Pd0.69 
Si0.2 Mn0.06 Pd0.74 
Si0.165 Co0.125 Pd0.71 
Al0.25 Co0.2 Y0.275 Tm0.275 
P0.2 Ni0.08 Pd0.72 
Cu0.46 Ag0.5 Ce0.04 
Mg0.2 Y0.2 Ag0.6 
Si0.2 Cu0.07 Pd0.73 
Si0.17 Cu0.125 Pd0.705 
Si0.165 Ni0.125 Pd0.71 
Si0.205 Cu0.057 Pd0.738 
Si0.07 Zr0.63 Nb0.3 
Al0.04 Ni0.12 Zr0.84 
Al0.5 Gd0.5 
Si0.2 Cr0.05 Pd0.75 
